order_id,date,item,category,unit_price,quantity,total_price,customer_rating,takeout
1109,2026-09-24,croissant,bakery,3800,3.0,11400.0,3.9,yes
1168,2026-09-27,espresso,coffee,4000,2.0,8000.0,4.1,yes
1222,2026-09-17,tiramisu,dessert,"7,000",,7000.0,4.1,yes
1145,2026-09-05,espresso,coffee,4000,4.0,16000.0,,yes
1274,2026-09-03,macaron,dessert,3000,4.0,12000.0,4.8,yes
1083,2026-09-23,espresso,coffee,4000,,4000.0,3.8,yes
1233,2026-09-14,green tea,tea,4800,2.0,9600.0,5.0,no
1152,2026-09-13,espresso,coffee,4000,2.0,8000.0,,no
1074,2026-09-26,cold brew,coffee,5500,4.0,22000.0,2.9,yes
1208,2026-09-22,latte,coffee,5000,4.0,20000.0,5.0,yes
1119,2026-09-26,tiramisu,dessert,7000,2.0,14000.0,4.1,no
1266,2026-09-12,espresso,coffee,4000,3.0,12000.0,5.0,no
1334,2026-09-21,americano,coffee,4500,1.0,,4.8,no
1394,2026-09-19,cold brew,coffee,5500,3.0,16500.0,4.4,yes
1352,2026-09-13,green tea,tea,4800,3.0,14400.0,5.0,yes
1317,2026-09-16,macaron,dessert,3000,3.0,9000.0,4.9,yes
1036,2026-09-02,latte,coffee,5000,2.0,10000.0,,yes
1139,2026-09-22,americano,coffee,"4,500",2.0,9000.0,3.2,yes
1301,2026-09-20,cold brew,coffee,5500,1.0,5500.0,3.8,no
1176,2026-09-26,espresso,coffee,"4,000",2.0,8000.0,4.4,yes
1228,2026-09-07,macaron,dessert,"3,000",4.0,12000.0,5.0,no
1329,2026-09-09,cold brew,coffee,5500,1.0,5500.0,5.0,yes
1059,2026-09-04,latte,coffee,5000,3.0,15000.0,3.2,no
1111,2026-09-14,cold brew,coffee,"5,500",3.0,16500.0,4.5,yes
1374,2026-09-25,cold brew,coffee,5500,2.0,11000.0,,yes
1192,2026-09-20,espresso,coffee,4000,3.0,12000.0,2.0,yes
1006,2026-09-01,macaron,dessert,3000,1.0,3000.0,4.5,no
1297,2026-09-10,bagel,bakery,3500,1.0,3500.0,4.8,yes
1283,2026-09-14,americano,coffee,4500,1.0,4500.0,3.3,no
1158,2026-09-19,tiramisu,dessert,7000,2.0,14000.0,5.0,yes
1150,2026-09-30,scone,bakery,4000,4.0,16000.0,3.3,no
1010,2026-09-04,cold brew,coffee,5500,4.0,22000.0,4.9,no
1202,2026-09-22,earl grey,tea,4800,3.0,,3.8,yes
1103,2026-09-08,bagel,bakery,3500,3.0,10500.0,,no
1081,2026-09-04,cold brew,coffee,5500,1.0,5500.0,,no
1383,2026-09-17,chamomile,tea,5000,,5000.0,3.6,no
1290,2026-09-07,bagel,bakery,3500,2.0,7000.0,5.0,yes
1167,2026-09-03,croissant,bakery,3800,2.0,,4.1,no
1386,2026-09-16,macaron,dessert,3000,4.0,12000.0,4.9,no
1218,2026-09-23,scone,bakery,"4,000",4.0,16000.0,4.5,yes
1358,2026-09-28,earl grey,tea,"4,800",,9600.0,,yes
1177,2026-09-01,croissant,bakery,3800,4.0,15200.0,5.0,no
1175,2026-09-12,americano,coffee,4500,4.0,18000.0,,no
1089,2026-09-20,earl grey,tea,4800,4.0,19200.0,,yes
1338,2026-09-14,americano,coffee,4500,4.0,18000.0,2.1,no
1163,2026-09-22,americano,coffee,4500,,18000.0,3.1,yes
1147,2026-09-29,earl grey,tea,"4,800",2.0,9600.0,4.3,yes
1326,2026-09-15,bagel,bakery,"3,500",4.0,14000.0,4.3,no
1092,2026-09-04,latte,coffee,"5,000",1.0,5000.0,3.3,yes
1069,2026-09-16,americano,coffee,4500,1.0,4500.0,,no
1123,2026-09-07,americano,coffee,"4,500",3.0,13500.0,2.8,no
1096,2026-09-11,cold brew,coffee,5500,,11000.0,2.9,no
1143,2026-09-16,green tea,tea,4800,,14400.0,4.4,yes
1389,2026-09-20,scone,bakery,4000,3.0,,5.0,no
1097,2026-09-27,espresso,coffee,4000,2.0,8000.0,3.7,no
1370,2026-09-17,macaron,dessert,3000,2.0,6000.0,3.1,yes
1068,2026-09-19,latte,coffee,5000,4.0,20000.0,3.3,no
1023,2026-09-21,bagel,bakery,3500,3.0,10500.0,5.0,yes
1037,2026-09-25,chamomile,tea,5000,4.0,20000.0,3.9,yes
1144,2026-09-23,earl grey,tea,4800,3.0,14400.0,4.0,no
1122,2026-09-22,americano,coffee,"4,500",1.0,,4.8,no
1210,2026-09-22,tiramisu,dessert,7000,3.0,21000.0,4.7,no
1182,2026-09-23,earl grey,tea,4800,4.0,19200.0,4.5,yes
1067,2026-09-20,cold brew,coffee,5500,4.0,22000.0,2.4,no
1196,2026-09-02,earl grey,tea,4800,3.0,14400.0,4.4,no
1225,2026-09-14,scone,bakery,4000,,8000.0,3.6,no
1324,2026-09-27,scone,bakery,"4,000",,16000.0,3.5,no
1327,2026-09-17,green tea,tea,4800,,14400.0,4.0,yes
1350,2026-09-15,cheesecake,dessert,6500,,6500.0,4.8,yes
1125,2026-09-27,earl grey,tea,4800,1.0,4800.0,3.5,no
1146,2026-09-02,cold brew,coffee,5500,,5500.0,4.3,no
1248,2026-09-06,espresso,coffee,4000,4.0,16000.0,3.9,yes
1086,2026-09-14,macaron,dessert,3000,3.0,9000.0,3.9,yes
1346,2026-09-05,scone,bakery,4000,1.0,4000.0,4.6,yes
1223,2026-09-11,scone,bakery,"4,000",3.0,12000.0,4.7,yes
1347,2026-09-08,latte,coffee,5000,4.0,20000.0,4.1,no
1211,2026-09-13,green tea,tea,4800,3.0,14400.0,3.8,yes
1336,2026-09-19,latte,coffee,"5,000",4.0,20000.0,4.4,yes
1312,2026-09-16,latte,coffee,5000,4.0,20000.0,3.9,yes
1183,2026-09-10,espresso,coffee,4000,1.0,4000.0,3.9,yes
1331,2026-09-22,cold brew,coffee,5500,3.0,16500.0,3.8,yes
1298,2026-09-26,macaron,dessert,"3,000",2.0,6000.0,3.8,yes
1387,2026-09-22,scone,bakery,4000,1.0,4000.0,2.6,yes
1291,2026-09-01,cold brew,coffee,5500,4.0,22000.0,5.0,no
1129,2026-09-09,green tea,tea,4800,3.0,14400.0,4.5,yes
1038,2026-09-15,espresso,coffee,4000,2.0,8000.0,4.8,yes
1011,2026-09-14,scone,bakery,4000,4.0,16000.0,3.6,yes
1278,2026-09-16,croissant,bakery,"3,800",2.0,7600.0,,yes
1185,2026-09-09,cheesecake,dessert,"6,500",3.0,19500.0,4.0,yes
1234,2026-09-21,croissant,bakery,3800,1.0,3800.0,,no
1112,2026-09-07,latte,coffee,5000,2.0,,4.1,yes
1179,2026-09-12,macaron,dessert,3000,1.0,3000.0,3.3,yes
1299,2026-09-16,macaron,dessert,3000,4.0,12000.0,3.5,yes
1277,2026-09-27,green tea,tea,4800,1.0,4800.0,3.2,yes
1268,2026-09-19,latte,coffee,5000,2.0,,3.4,yes
1117,2026-09-26,macaron,dessert,3000,2.0,6000.0,5.0,no
1379,2026-09-06,tiramisu,dessert,7000,2.0,,4.0,yes
1285,2026-09-05,espresso,coffee,"4,000",,12000.0,3.5,no
1396,2026-09-02,scone,bakery,4000,2.0,8000.0,3.7,no
1296,2026-09-30,bagel,bakery,3500,,7000.0,4.1,yes
1373,2026-09-26,americano,coffee,4500,3.0,13500.0,4.7,yes
1255,2026-09-02,tiramisu,dessert,7000,4.0,28000.0,4.0,yes
1164,2026-09-18,earl grey,tea,4800,4.0,19200.0,3.6,no
1261,2026-09-21,croissant,bakery,3800,2.0,7600.0,4.3,no
1136,2026-09-28,croissant,bakery,3800,1.0,3800.0,5.0,yes
1154,2026-09-24,latte,coffee,5000,1.0,5000.0,,no
1199,2026-09-27,latte,coffee,5000,2.0,10000.0,4.7,yes
1197,2026-09-07,scone,bakery,4000,1.0,4000.0,3.4,no
1093,2026-09-17,latte,coffee,5000,1.0,5000.0,3.5,yes
1002,2026-09-24,scone,bakery,4000,,8000.0,4.6,no
1232,2026-09-18,croissant,bakery,3800,,15200.0,4.1,yes
1204,2026-09-17,espresso,coffee,4000,2.0,8000.0,,yes
1115,2026-09-17,bagel,bakery,3500,2.0,7000.0,3.4,no
1247,2026-09-12,cold brew,coffee,5500,2.0,11000.0,5.0,yes
1250,2026-09-10,cheesecake,dessert,6500,1.0,6500.0,3.4,no
1026,2026-09-30,earl grey,tea,4800,3.0,14400.0,,yes
1120,2026-09-10,earl grey,tea,4800,1.0,4800.0,4.3,yes
1316,2026-09-22,espresso,coffee,"4,000",2.0,8000.0,4.0,no
1224,2026-09-10,cold brew,coffee,5500,,22000.0,4.8,yes
1332,2026-09-06,macaron,dessert,3000,1.0,3000.0,4.7,no
1275,2026-09-15,cold brew,coffee,"5,500",4.0,,5.0,yes
1325,2026-09-11,cheesecake,dessert,6500,2.0,13000.0,3.7,yes
1353,2026-09-06,green tea,tea,4800,3.0,14400.0,4.7,no
1246,2026-09-21,cheesecake,dessert,"6,500",4.0,26000.0,,no
1249,2026-09-18,latte,coffee,"5,000",1.0,5000.0,4.9,no
1127,2026-09-28,cold brew,coffee,5500,3.0,16500.0,4.9,no
1340,2026-09-04,americano,coffee,4500,2.0,9000.0,3.3,yes
1107,2026-09-23,cold brew,coffee,5500,4.0,22000.0,,yes
1367,2026-09-15,cheesecake,dessert,6500,150.0,,3.1,yes
1133,2026-09-04,cold brew,coffee,5500,2.0,11000.0,5.0,no
1369,2026-09-04,bagel,bakery,3500,3.0,,4.0,no
1044,2026-09-28,scone,bakery,4000,2.0,8000.0,4.0,no
1378,2026-09-14,americano,coffee,4500,2.0,9000.0,3.7,no
1065,2026-09-06,earl grey,tea,4800,2.0,9600.0,,no
1085,2026-09-24,espresso,coffee,4000,2.0,8000.0,3.8,no
1242,2026-09-01,cold brew,coffee,5500,3.0,,5.0,no
1186,2026-09-25,latte,coffee,"5,000",3.0,15000.0,4.2,yes
1159,2026-09-12,tiramisu,dessert,7000,3.0,21000.0,4.8,yes
1012,2026-09-21,cheesecake,dessert,"6,500",1.0,6500.0,5.0,no
1035,2026-09-08,latte,coffee,"5,000",4.0,20000.0,3.5,yes
1028,2026-09-09,cold brew,coffee,5500,1.0,5500.0,5.0,yes
1170,2026-09-04,cold brew,coffee,5500,4.0,22000.0,3.3,no
1142,2026-09-26,scone,bakery,4000,4.0,16000.0,3.5,yes
1364,2026-09-10,macaron,dessert,3000,3.0,9000.0,4.4,yes
1280,2026-09-16,americano,coffee,4500,1.0,4500.0,4.3,yes
1221,2026-09-16,chamomile,tea,5000,4.0,20000.0,3.7,yes
1095,2026-09-29,macaron,dessert,3000,4.0,12000.0,3.5,no
1051,2026-09-29,americano,coffee,4500,4.0,18000.0,3.0,yes
1240,2026-09-18,scone,bakery,4000,4.0,16000.0,3.9,yes
1393,2026-09-19,macaron,dessert,3000,,9000.0,2.9,no
1314,2026-09-04,cold brew,coffee,"5,500",2.0,11000.0,3.3,yes
1178,2026-09-13,bagel,bakery,"3,500",4.0,14000.0,3.9,yes
1041,2026-09-21,croissant,bakery,3800,3.0,11400.0,2.0,yes
1320,2026-09-28,scone,bakery,4000,3.0,12000.0,4.0,yes
1206,2026-09-23,latte,coffee,5000,4.0,20000.0,4.5,no
1282,2026-09-21,americano,coffee,4500,4.0,18000.0,3.1,yes
1254,2026-09-09,americano,coffee,4500,4.0,18000.0,3.9,no
1341,2026-09-22,bagel,bakery,3500,4.0,14000.0,3.6,yes
1004,2026-09-21,espresso,coffee,4000,1.0,4000.0,4.5,no
1256,2026-09-18,bagel,bakery,3500,3.0,10500.0,4.1,yes
1368,2026-09-11,espresso,coffee,4000,3.0,12000.0,4.9,yes
1100,2026-09-11,croissant,bakery,3800,1.0,3800.0,,no
1226,2026-09-13,cold brew,coffee,5500,1.0,5500.0,4.5,no
1351,2026-09-26,espresso,coffee,4000,4.0,16000.0,3.9,yes
1213,2026-09-04,croissant,bakery,3800,3.0,11400.0,4.6,no
1171,2026-09-18,earl grey,tea,4800,4.0,19200.0,4.3,yes
1098,2026-09-07,cold brew,coffee,5500,,16500.0,4.3,no
1292,2026-09-14,scone,bakery,4000,2.0,,4.1,yes
1215,2026-09-29,cheesecake,dessert,6500,4.0,26000.0,3.4,no
1061,2026-09-30,green tea,tea,4800,2.0,9600.0,4.1,no
1047,2026-09-07,cold brew,coffee,5500,3.0,16500.0,5.0,no
1032,2026-09-16,americano,coffee,4500,2.0,9000.0,,no
1267,2026-09-16,latte,coffee,5000,1.0,5000.0,,yes
1200,2026-09-14,macaron,dessert,3000,1.0,,4.0,yes
1366,2026-09-19,tiramisu,dessert,7000,2.0,14000.0,4.1,no
1027,2026-09-29,cold brew,coffee,5500,1.0,5500.0,3.3,no
1322,2026-09-06,espresso,coffee,4000,4.0,16000.0,4.4,yes
1230,2026-09-10,espresso,coffee,"4,000",2.0,8000.0,4.4,yes
1260,2026-09-05,latte,coffee,5000,1.0,5000.0,4.8,yes
1288,2026-09-10,chamomile,tea,"5,000",4.0,20000.0,4.2,yes
1162,2026-09-10,latte,coffee,5000,1.0,5000.0,2.7,no
1349,2026-09-19,espresso,coffee,4000,4.0,16000.0,,no
1138,2026-09-13,cheesecake,dessert,6500,4.0,26000.0,3.3,no
1062,2026-09-01,earl grey,tea,4800,1.0,,4.6,yes
1135,2026-09-24,americano,coffee,"4,500",1.0,4500.0,3.2,no
1128,2026-09-05,espresso,coffee,4000,4.0,16000.0,4.5,yes
1008,2026-09-30,cold brew,coffee,5500,3.0,16500.0,3.1,no
1064,2026-09-05,tiramisu,dessert,7000,2.0,14000.0,4.1,no
1300,2026-09-06,macaron,dessert,3000,4.0,12000.0,4.5,no
1014,2026-09-02,cold brew,coffee,5500,3.0,16500.0,3.8,yes
1156,2026-09-14,latte,coffee,5000,3.0,15000.0,5.0,yes
1040,2026-09-13,espresso,coffee,4000,4.0,16000.0,4.7,yes
1377,2026-09-18,americano,coffee,"4,500",4.0,18000.0,4.6,no
1333,2026-09-16,scone,bakery,4000,1.0,4000.0,3.3,yes
1216,2026-09-06,cold brew,coffee,5500,3.0,16500.0,3.9,yes
1279,2026-09-06,bagel,bakery,3500,4.0,14000.0,3.6,yes
1355,2026-09-23,chamomile,tea,"5,000",4.0,20000.0,3.5,yes
1236,2026-09-01,chamomile,tea,"5,000",1.0,5000.0,5.0,yes
1207,2026-09-23,tiramisu,dessert,7000,3.0,21000.0,,no
1212,2026-09-08,latte,coffee,"5,000",2.0,10000.0,4.3,yes
1295,2026-09-09,bagel,bakery,3500,,7000.0,3.6,no
1375,2026-09-12,americano,coffee,4500,2.0,9000.0,3.7,yes
1251,2026-09-07,bagel,bakery,3500,1.0,3500.0,3.6,yes
1033,2026-09-25,cold brew,coffee,"5,500",3.0,16500.0,4.2,no
1376,2026-09-05,scone,bakery,4000,3.0,12000.0,3.3,yes
1303,2026-09-29,earl grey,tea,4800,1.0,4800.0,4.4,no
1269,2026-09-04,latte,coffee,5000,200.0,,3.6,no
1201,2026-09-05,bagel,bakery,3500,2.0,7000.0,3.4,no
1161,2026-09-11,bagel,bakery,3500,,7000.0,4.1,yes
1043,2026-09-24,latte,coffee,5000,2.0,10000.0,3.0,no
1217,2026-09-09,cold brew,coffee,5500,1.0,5500.0,4.3,yes
1190,2026-09-05,bagel,bakery,3500,1.0,3500.0,4.7,no
1309,2026-09-08,americano,coffee,4500,3.0,13500.0,3.0,no
1259,2026-09-29,earl grey,tea,4800,4.0,19200.0,4.4,yes
1105,2026-09-13,cheesecake,dessert,6500,1.0,6500.0,3.8,no
1053,2026-09-01,macaron,dessert,"3,000",2.0,6000.0,,yes
1001,2026-09-12,espresso,coffee,4000,,4000.0,4.1,no
1049,2026-09-26,latte,coffee,5000,1.0,5000.0,4.3,no
1080,2026-09-12,macaron,dessert,3000,3.0,9000.0,4.3,no
1205,2026-09-18,cold brew,coffee,5500,4.0,22000.0,3.1,yes
1034,2026-09-26,green tea,tea,4800,4.0,19200.0,4.0,no
1263,2026-09-29,americano,coffee,4500,4.0,18000.0,2.4,no
1091,2026-09-15,cheesecake,dessert,6500,2.0,13000.0,5.0,no
1339,2026-09-26,bagel,bakery,"3,500",2.0,7000.0,2.9,yes
1052,2026-09-06,cheesecake,dessert,6500,2.0,13000.0,4.9,yes
1345,2026-09-17,cheesecake,dessert,6500,1.0,6500.0,4.0,yes
1264,2026-09-19,bagel,bakery,3500,,3500.0,3.8,yes
1241,2026-09-08,tiramisu,dessert,7000,3.0,21000.0,4.7,no
1013,2026-09-03,bagel,bakery,3500,3.0,10500.0,3.7,no
1315,2026-09-07,cold brew,coffee,5500,4.0,22000.0,4.4,no
1088,2026-09-14,espresso,coffee,"4,000",2.0,8000.0,,no
1273,2026-09-24,earl grey,tea,4800,4.0,19200.0,4.5,no
1166,2026-09-14,croissant,bakery,"3,800",2.0,,4.3,yes
1328,2026-09-10,tiramisu,dessert,7000,1.0,7000.0,3.2,no
1084,2026-09-08,espresso,coffee,"4,000",3.0,12000.0,2.4,yes
1134,2026-09-24,green tea,tea,4800,1.0,4800.0,3.3,yes
1306,2026-09-29,espresso,coffee,4000,4.0,16000.0,4.1,yes
1395,2026-09-23,green tea,tea,4800,1.0,4800.0,3.7,yes
1319,2026-09-05,scone,bakery,4000,3.0,12000.0,4.8,yes
1243,2026-09-21,green tea,tea,4800,1.0,4800.0,4.8,no
1054,2026-09-26,macaron,dessert,3000,4.0,12000.0,4.0,no
1363,2026-09-14,cold brew,coffee,5500,2.0,11000.0,,no
1050,2026-09-28,latte,coffee,5000,2.0,10000.0,3.4,yes
1174,2026-09-03,espresso,coffee,"4,000",1.0,4000.0,,yes
1189,2026-09-05,cold brew,coffee,5500,1.0,5500.0,4.8,yes
1126,2026-09-08,latte,coffee,"5,000",,10000.0,3.4,no
1187,2026-09-06,latte,coffee,5000,1.0,5000.0,4.9,no
1169,2026-09-10,croissant,bakery,3800,2.0,7600.0,4.1,no
1058,2026-09-12,espresso,coffee,4000,4.0,16000.0,3.9,no
1048,2026-09-16,tiramisu,dessert,7000,1.0,7000.0,,yes
1344,2026-09-20,tiramisu,dessert,7000,3.0,21000.0,3.1,no
1235,2026-09-14,croissant,bakery,3800,2.0,7600.0,3.5,no
1252,2026-09-03,chamomile,tea,5000,4.0,20000.0,3.9,yes
1021,2026-09-13,espresso,coffee,"4,000",2.0,,4.8,no
1313,2026-09-22,espresso,coffee,4000,4.0,16000.0,5.0,no
